id,name,role_description,init_att,gender,age,status,traits,interest,racist,education,economic
855,Addison Terry,"Addison Terry is a 28-year-old male Financial Manager who is organized, considerate and composed, and has interests of learning new skills, collaborating on projects and listening to music.",-0.0675648,male,28,Financial Manager,organized;considerate;composed,learning new skills;collaborating on projects;listening to music,black,postgraduate,high
856,Scarlett Young,"Scarlett Young is a 22-year-old female Entrepreneur who is prejudiced, disciplined and calm, and has interests of writing letters, developing strategies and running.",0.16167,female,22,Entrepreneur,prejudiced;disciplined;calm,writing letters;developing strategies;running,other,college,middle
857,Clara Davis,"Clara Davis is a 27-year-old female Tour Guide who is disciplined, rude and inhibited, and has interests of tracking progress, researching controversial issues and baking.",-0.0220059,female,27,Tour Guide,disciplined;rude;inhibited,tracking progress;researching controversial issues;baking,asian,college,high
858,Beckett Stevens,"Beckett Stevens is a 19-year-old male Curriculum Developer who is adventurous, friendly and efficient, and has interests of inventing, encouraging teamwork and creating schedules.",0.3380835,male,19,Curriculum Developer,adventurous;friendly;efficient,inventing;encouraging teamwork;creating schedules,asian,high school,low
859,Nora Holt,"Nora Holt is a 40-year-old female Journalist who is responsible, inhibited and impulsive, and has interests of researching, studying and making vision boards.",0.1690353,female,40,Journalist,responsible;inhibited;impulsive,researching;studying;making vision boards,hispanic,high school,high
860,Lucas Armstrong,"Lucas Armstrong is a 20-year-old male Account Executive who is detail-oriented, unimaginative and compassionate, and has interests of developing strategies, visiting historical landmarks and helping others.",-0.0576898,male,20,Account Executive,detail-oriented;unimaginative;compassionate,developing strategies;visiting historical landmarks;helping others,hispanic,college,middle
861,Leah Myers,"Leah Myers is a 29-year-old male Marketing Specialist who is cooperative, quiet and conventional, and has interests of collaborating on projects, organizing personal spaces and visiting historical landmarks.",0.1208725,male,29,Marketing Specialist,cooperative;quiet;conventional,collaborating on projects;organizing personal spaces;visiting historical landmarks,black,college,middle
862,Finn Dunn,"Finn Dunn is a 70-year-old male Geologist who is lively, disorganized and neurotic, and has interests of hosting events, casual games and taking personality quizzes.",0.0129772,male,70,Geologist,lively;disorganized;neurotic,hosting events;casual games;taking personality quizzes,black,postgraduate,high
863,Ryker Harding,"Ryker Harding is a 39-year-old female Rail Operator who is trustworthy, inflexible and steady, and has interests of community service, folk music and nature walks.",0.2903453,female,39,Rail Operator,trustworthy;inflexible;steady,community service;folk music;nature walks,hispanic,postgraduate,middle
864,Lucia Williamson,"Lucia Williamson is a 40-year-old male Sales Manager who is rigid, shy and unreliable, and has interests of learning calligraphy, listening to music and trying random hobbies.",0.1752635,male,40,Sales Manager,rigid;shy;unreliable,learning calligraphy;listening to music;trying random hobbies,asian,high school,low
865,Avery Lowe,"Avery Lowe is a 27-year-old male Data Analyst who is sensitive, creative and talkative, and has interests of adrenaline sports, visiting museums and traveling.",-0.0818616,male,27,Data Analyst,sensitive;creative;talkative,adrenaline sports;visiting museums;traveling,black,postgraduate,low
866,Cora Meyer,"Cora Meyer is a 83-year-old female Crime Scene Technician who is cooperative, traditional and steady, and has interests of building relationships, reading classic literature and reading.",-0.0149718,female,83,Crime Scene Technician,cooperative;traditional;steady,building relationships;reading classic literature;reading,black,college,high
867,Mabel Austin,"Mabel Austin is a 41-year-old female Radiologic Technologist who is grounded, lively and rigid, and has interests of meditation, meeting new people and reading biographies.",-0.3763938,female,41,Radiologic Technologist,grounded;lively;rigid,meditation;meeting new people;reading biographies,white,postgraduate,low
868,Amira Snyder,"Amira Snyder is a 21-year-old female Brand Strategist who is adventurous, secure and adventurous, and has interests of attending lectures, fishing and shopping.",-0.1984164,female,21,Brand Strategist,adventurous;secure;adventurous,attending lectures;fishing;shopping,black,high school,low
869,Kingston Brady,"Kingston Brady is a 40-year-old female Sales Manager who is intolerant, unflappable and efficient, and has interests of joining debate clubs, baking and researching.",-0.2593984,female,40,Sales Manager,intolerant;unflappable;efficient,joining debate clubs;baking;researching,other,high school,high
870,Addison Sims,"Addison Sims is a 23-year-old male System Administrator who is secure, inflexible and solitary, and has interests of cooking, learning calligraphy and solving puzzles.",-0.2578111,male,23,System Administrator,secure;inflexible;solitary,cooking;learning calligraphy;solving puzzles,asian,high school,middle
871,Amara Coleman,"Amara Coleman is a 32-year-old male Rail Operator who is procrastinating, stubborn and composed, and has interests of spontaneous photography, strategy games and hiking.",0.2760159,male,32,Rail Operator,procrastinating;stubborn;composed,spontaneous photography;strategy games;hiking,black,postgraduate,high
872,Griffin Diaz,"Griffin Diaz is a 19-year-old male Security Consultant who is conventional, unflappable and kind, and has interests of reading biographies, stargazing and mediating conflicts.",0.3836866,male,19,Security Consultant,conventional;unflappable;kind,reading biographies;stargazing;mediating conflicts,other,college,middle
873,Malik McKinney,"Malik McKinney is a 36-year-old male Forensic Analyst who is secure, forgetful and curious, and has interests of watching movies, DIY projects and participating in hackathons.",0.0769332,male,36,Forensic Analyst,secure;forgetful;curious,watching movies;DIY projects;participating in hackathons,white,postgraduate,high
874,Lily Freeman,"Lily Freeman is a 52-year-old female Advertising Executive who is reactive, innovative and detail-oriented, and has interests of exploring mindfulness techniques, different philosophies and organizing.",-0.0973785,female,52,Advertising Executive,reactive;innovative;detail-oriented,exploring mindfulness techniques;different philosophies;organizing,asian,postgraduate,middle
875,Nolan Snyder,"Nolan Snyder is a 71-year-old male Hotel Manager who is adventurous, resilient and conventional, and has interests of partying, playing musical instruments and watching documentaries.",0.551281,male,71,Hotel Manager,adventurous;resilient;conventional,partying;playing musical instruments;watching documentaries,asian,high school,low
876,Claire Walker,"Claire Walker is a 42-year-old female Graphic Designer who is compassionate, impulsive and versatile, and has interests of helping others, melancholic music and attending art galleries.",0.5203179,female,42,Graphic Designer,compassionate;impulsive;versatile,helping others;melancholic music;attending art galleries,black,postgraduate,low
877,Cooper Myers,"Cooper Myers is a 44-year-old female Front Desk Associate who is adventurous, warm and friendly, and has interests of virtual reality, counseling and meeting new people.",-0.3290724,female,44,Front Desk Associate,adventurous;warm;friendly,virtual reality;counseling;meeting new people,black,college,high
878,Zara Bennett,"Zara Bennett is a 28-year-old female Professor who is adventurous, procrastinating and adventurous, and has interests of writing, party games and attending concerts.",-0.1401027,female,28,Professor,adventurous;procrastinating;adventurous,writing;party games;attending concerts,hispanic,college,low
879,Eli Oliver,"Eli Oliver is a 58-year-old male Research Scientist who is level-headed, careless and broad-minded, and has interests of running, DIY projects and debates.",0.1276992,male,58,Research Scientist,level-headed;careless;broad-minded,running;DIY projects;debates,hispanic,postgraduate,low
880,Savannah Campbell,"Savannah Campbell is a 61-year-old female Hotel Manager who is irritable, imaginative and withdrawn, and has interests of watching motivational talks, new languages and watching movies.",0.0922878,female,61,Hotel Manager,irritable;imaginative;withdrawn,watching motivational talks;new languages;watching movies,other,postgraduate,low
881,Braxton Bush,"Braxton Bush is a 31-year-old male Pharmacist who is original, careless and taciturn, and has interests of diverse literature, sketching freely and learning languages.",0.0564414,male,31,Pharmacist,original;careless;taciturn,diverse literature;sketching freely;learning languages,white,high school,high
882,Caleb Lane,"Caleb Lane is a 65-year-old female Concierge who is curious, level-headed and confident, and has interests of different philosophies, photography and traveling.",-0.548104,female,65,Concierge,curious;level-headed;confident,different philosophies;photography;traveling,hispanic,college,low
883,Pearl Byrd,"Pearl Byrd is a 62-year-old male Travel Agent who is insecure, versatile and negligent, and has interests of crafts, diverse literature and impulse shopping.",-0.15093,male,62,Travel Agent,insecure;versatile;negligent,crafts;diverse literature;impulse shopping,hispanic,college,low
884,Ian Gross,"Ian Gross is a 18-year-old male Operations Manager who is punctual, solitary and level-headed, and has interests of creating schedules, organizing personal spaces and knitting.",-0.1110149,male,18,Operations Manager,punctual;solitary;level-headed,creating schedules;organizing personal spaces;knitting,black,postgraduate,middle
885,Zara Brooks,"Zara Brooks is a 39-year-old female Crime Scene Technician who is punctual, generous and imaginative, and has interests of researching, counseling and exploring music genres.",0.6079685,female,39,Crime Scene Technician,punctual;generous;imaginative,researching;counseling;exploring music genres,white,college,high
886,Isla Neal,"Isla Neal is a 59-year-old female Data Scientist who is quiet, argumentative and organized, and has interests of baking, researching controversial issues and researching.",0.0119937,female,59,Data Scientist,quiet;argumentative;organized,baking;researching controversial issues;researching,other,postgraduate,middle
887,Rex Fox,"Rex Fox is a 44-year-old female Physician who is original, reserved and understanding, and has interests of virtual reality, gardening and building relationships.",-0.0900602,female,44,Physician,original;reserved;understanding,virtual reality;gardening;building relationships,black,high school,high
888,Quentin Holland,"Quentin Holland is a 19-year-old female Dispatcher who is rude, grounded and inhibited, and has interests of exploring conspiracy theories, hiking and reading.",0.5100697,female,19,Dispatcher,rude;grounded;inhibited,exploring conspiracy theories;hiking;reading,asian,postgraduate,middle
889,Oliver Barrett,"Oliver Barrett is a 37-year-old female Tour Guide who is unconventional, reserved and unpredictable, and has interests of new languages, researching topics and journaling emotions.",-0.6510863,female,37,Tour Guide,unconventional;reserved;unpredictable,new languages;researching topics;journaling emotions,asian,college,high
890,Iris Thomas,"Iris Thomas is a 64-year-old female Advertising Executive who is diligent, traditional and inhibited, and has interests of analyzing data, learning calligraphy and writing.",0.081051,female,64,Advertising Executive,diligent;traditional;inhibited,analyzing data;learning calligraphy;writing,white,college,high
891,Mitchell Sanders,"Mitchell Sanders is a 31-year-old female Shipping Manager who is taciturn, diligent and stubborn, and has interests of drawing, completing tasks and analyzing political ideologies.",-0.0968319,female,31,Shipping Manager,taciturn;diligent;stubborn,drawing;completing tasks;analyzing political ideologies,other,high school,middle
892,Tate Cook,"Tate Cook is a 30-year-old male Educational Administrator who is irritable, assertive and innovative, and has interests of making vision boards, volunteering and virtual reality.",0.1342015,male,30,Educational Administrator,irritable;assertive;innovative,making vision boards;volunteering;virtual reality,hispanic,college,high
893,Wren McCoy,"Wren McCoy is a 53-year-old male Restaurant Manager who is grounded, lazy and argumentative, and has interests of fishing, hanging out aimlessly and martial arts.",0.0580767,male,53,Restaurant Manager,grounded;lazy;argumentative,fishing;hanging out aimlessly;martial arts,white,high school,low
894,Paul Sanchez,"Paul Sanchez is a 29-year-old female Musician who is dogmatic, irresponsible and level-headed, and has interests of writing letters, exploring memes and painting.",0.092281,female,29,Musician,dogmatic;irresponsible;level-headed,writing letters;exploring memes;painting,white,college,middle
895,Marlowe Stevens,"Marlowe Stevens is a 64-year-old female Broadcast Journalist who is assertive, procrastinating and sensitive, and has interests of cooking, spontaneous photography and keeping a dream journal.",-0.0801575,female,64,Broadcast Journalist,assertive;procrastinating;sensitive,cooking;spontaneous photography;keeping a dream journal,white,postgraduate,middle
896,Dorian Jimenez,"Dorian Jimenez is a 50-year-old male Forensic Analyst who is volatile, unmotivated and sociable, and has interests of abstract art, DIY projects and volunteering.",0.1730018,male,50,Forensic Analyst,volatile;unmotivated;sociable,abstract art;DIY projects;volunteering,white,high school,low
897,Zara Anderson,"Zara Anderson is a 47-year-old female Customer Service Representative who is reflective, volatile and lazy, and has interests of solving puzzles, aromatherapy and watching reality shows.",0.1239755,female,47,Customer Service Representative,reflective;volatile;lazy,solving puzzles;aromatherapy;watching reality shows,other,postgraduate,middle
898,Warren Oliver,"Warren Oliver is a 79-year-old female Entrepreneur who is curious, forgetful and resilient, and has interests of new cuisines, binge-watching series and meditation.",-0.2201677,female,79,Entrepreneur,curious;forgetful;resilient,new cuisines;binge-watching series;meditation,asian,postgraduate,high
899,Felix Carr,"Felix Carr is a 33-year-old female Broadcast Journalist who is unsympathetic, imaginative and friendly, and has interests of studying negotiation techniques, diverse literature and socializing.",-0.1472005,female,33,Broadcast Journalist,unsympathetic;imaginative;friendly,studying negotiation techniques;diverse literature;socializing,hispanic,college,middle
900,James Graham,"James Graham is a 45-year-old female Detective who is conventional, inhibited and generous, and has interests of attending religious gatherings, journaling and advocating for others.",-0.3854023,female,45,Detective,conventional;inhibited;generous,attending religious gatherings;journaling;advocating for others,asian,high school,high
901,Danica White,"Danica White is a 37-year-old female Community Liaison Officer who is enthusiastic, apathetic and disciplined, and has interests of attending festivals, gardening heirloom plants and planning.",0.09214,female,37,Community Liaison Officer,enthusiastic;apathetic;disciplined,attending festivals;gardening heirloom plants;planning,white,high school,low
902,Skylar Pena,"Skylar Pena is a 42-year-old female Health Educator who is hostile, traditional and negligent, and has interests of joining debate clubs, attending local fairs and binge-watching series.",-0.4715545,female,42,Health Educator,hostile;traditional;negligent,joining debate clubs;attending local fairs;binge-watching series,black,high school,middle
903,Everett Wright,"Everett Wright is a 33-year-old male Crime Scene Technician who is calm, unsympathetic and apathetic, and has interests of swimming, reviewing products critically and attending local fairs.",-0.073651,male,33,Crime Scene Technician,calm;unsympathetic;apathetic,swimming;reviewing products critically;attending local fairs,asian,high school,low
904,Eli Gonzalez,"Eli Gonzalez is a 58-year-old female Detective who is versatile, reliable and enthusiastic, and has interests of creating art, researching and joining clubs.",0.119288,female,58,Detective,versatile;reliable;enthusiastic,creating art;researching;joining clubs,black,high school,low
905,Miles Butler,"Miles Butler is a 27-year-old female Curriculum Developer who is careless, trustworthy and unconventional, and has interests of trying random hobbies, teaching and different philosophies.",0.5399225,female,27,Curriculum Developer,careless;trustworthy;unconventional,trying random hobbies;teaching;different philosophies,asian,high school,high
906,Joshua Sullivan,"Joshua Sullivan is a 45-year-old male Financial Manager who is grounded, warm and reliable, and has interests of journaling, teaching and planning.",0.2415616,male,45,Financial Manager,grounded;warm;reliable,journaling;teaching;planning,black,college,middle
907,Sebastian Ellis,"Sebastian Ellis is a 20-year-old female Criminal Investigator who is imaginative, trustworthy and unassertive, and has interests of creating art, participating in group activities and birdwatching.",-0.0065864,female,20,Criminal Investigator,imaginative;trustworthy;unassertive,creating art;participating in group activities;birdwatching,asian,high school,high
908,Apollo White,"Apollo White is a 77-year-old female Event Planner who is imaginative, friendly and unmotivated, and has interests of new cultures, teaching and attending spontaneous events.",0.2938765,female,77,Event Planner,imaginative;friendly;unmotivated,new cultures;teaching;attending spontaneous events,white,college,high
909,Mabel Freeman,"Mabel Freeman is a 29-year-old female Cloud Engineer who is apathetic, irritable and solitary, and has interests of volunteering in heritage preservation, crafts and listening to music.",-0.3756331,female,29,Cloud Engineer,apathetic;irritable;solitary,volunteering in heritage preservation;crafts;listening to music,hispanic,high school,low
910,Silas Weaver,"Silas Weaver is a 42-year-old male Airline Pilot who is versatile, friendly and procrastinating, and has interests of designing, attending concerts and binge-watching series.",0.2502578,male,42,Airline Pilot,versatile;friendly;procrastinating,designing;attending concerts;binge-watching series,asian,college,high
911,Avery Wilson,"Avery Wilson is a 21-year-old male Business Analyst who is detail-oriented, friendly and rigid, and has interests of improving efficiency, community service and attending religious gatherings.",-0.1313394,male,21,Business Analyst,detail-oriented;friendly;rigid,improving efficiency;community service;attending religious gatherings,other,high school,high
912,Callie Gonzalez,"Callie Gonzalez is a 66-year-old female Writer who is solitary, efficient and intolerant, and has interests of reading, analyzing data and competitive sports.",0.170586,female,66,Writer,solitary;efficient;intolerant,reading;analyzing data;competitive sports,white,high school,high
913,Adrian Cooper,"Adrian Cooper is a 26-year-old female Shipping Manager who is reclusive, efficient and uncooperative, and has interests of listening to music, developing strategies and debating topics.",-0.1948927,female,26,Shipping Manager,reclusive;efficient;uncooperative,listening to music;developing strategies;debating topics,hispanic,high school,high
914,Leo Brooks,"Leo Brooks is a 32-year-old male Financial Manager who is resistant, careless and distrustful, and has interests of watching documentaries, attending spontaneous events and competitive sports.",0.1389937,male,32,Financial Manager,resistant;careless;distrustful,watching documentaries;attending spontaneous events;competitive sports,other,college,middle
915,Leo Rhodes,"Leo Rhodes is a 33-year-old male Librarian who is relaxed, reliable and friendly, and has interests of knitting, completing tasks and encouraging teamwork.",0.3266742,male,33,Librarian,relaxed;reliable;friendly,knitting;completing tasks;encouraging teamwork,other,postgraduate,high
916,Peyton Bush,"Peyton Bush is a 37-year-old female Radiologic Technologist who is thorough, argumentative and sensitive, and has interests of developing strategies, courtroom dramas and crafts.",-0.3544407,female,37,Radiologic Technologist,thorough;argumentative;sensitive,developing strategies;courtroom dramas;crafts,asian,postgraduate,low
917,Luke Lucas,"Luke Lucas is a 29-year-old female Human Resources Manager who is disciplined, secure and uncooperative, and has interests of analyzing data, cooking and studying negotiation techniques.",0.4356093,female,29,Human Resources Manager,disciplined;secure;uncooperative,analyzing data;cooking;studying negotiation techniques,other,high school,high
918,Zara Fleming,"Zara Fleming is a 21-year-old male Airline Pilot who is reserved, reactive and rude, and has interests of writing, watching motivational talks and writing opinion pieces.",-0.0461024,male,21,Airline Pilot,reserved;reactive;rude,writing;watching motivational talks;writing opinion pieces,white,postgraduate,high
919,Felix Mitchell,"Felix Mitchell is a 42-year-old female Human Resources Manager who is taciturn, level-headed and distrustful, and has interests of writing, swimming and building arguments.",-0.0217126,female,42,Human Resources Manager,taciturn;level-headed;distrustful,writing;swimming;building arguments,hispanic,college,low
920,Marlowe Duncan,"Marlowe Duncan is a 24-year-old female Federal Agent who is forgetful, impulsive and confident, and has interests of trying random hobbies, movies and volunteering.",0.3435724,female,24,Federal Agent,forgetful;impulsive;confident,trying random hobbies;movies;volunteering,hispanic,postgraduate,middle
921,Thomas Moreno,"Thomas Moreno is a 23-year-old male Forensic Analyst who is calm, hostile and resistant, and has interests of journaling, reviewing products critically and joining cultural clubs.",-0.1470059,male,23,Forensic Analyst,calm;hostile;resistant,journaling;reviewing products critically;joining cultural clubs,black,postgraduate,middle
922,Jade Hart,"Jade Hart is a 60-year-old male Chemist who is irresponsible, inflexible and shy, and has interests of exploring social media, visiting historical landmarks and walking alone.",0.1110778,male,60,Chemist,irresponsible;inflexible;shy,exploring social media;visiting historical landmarks;walking alone,hispanic,postgraduate,low
923,Addison Stanley,"Addison Stanley is a 79-year-old female Product Manager who is unreliable, sensitive and reflective, and has interests of DIY projects, abstract art and birdwatching.",0.6299807,female,79,Product Manager,unreliable;sensitive;reflective,DIY projects;abstract art;birdwatching,black,high school,middle
924,Leo Ruiz,"Leo Ruiz is a 28-year-old male School Counselor who is unsympathetic, talkative and secure, and has interests of reviewing products critically, socializing and gardening.",0.5538072,male,28,School Counselor,unsympathetic;talkative;secure,reviewing products critically;socializing;gardening,white,postgraduate,low
925,Skylar Payne,"Skylar Payne is a 53-year-old female System Administrator who is unsympathetic, apathetic and disorganized, and has interests of philosophy, crafting with natural materials and exploring memes.",0.1814183,female,53,System Administrator,unsympathetic;apathetic;disorganized,philosophy;crafting with natural materials;exploring memes,hispanic,high school,middle
926,Madeline Perkins,"Madeline Perkins is a 44-year-old female Speechwriter who is prejudiced, distrustful and confident, and has interests of learning family crafts, courtroom dramas and shopping.",0.0002843,female,44,Speechwriter,prejudiced;distrustful;confident,learning family crafts;courtroom dramas;shopping,white,high school,high
927,Khalil Fletcher,"Khalil Fletcher is a 30-year-old female Lab Technician who is unimaginative, lively and level-headed, and has interests of learning family crafts, going to parties and birdwatching.",-0.1327567,female,30,Lab Technician,unimaginative;lively;level-headed,learning family crafts;going to parties;birdwatching,asian,postgraduate,low
928,Caden Scott,"Caden Scott is a 23-year-old male Crime Scene Technician who is procrastinating, unsympathetic and unimaginative, and has interests of impulse shopping, debating topics and watching documentaries.",-0.2145561,male,23,Crime Scene Technician,procrastinating;unsympathetic;unimaginative,impulse shopping;debating topics;watching documentaries,white,postgraduate,high
929,Lucia Armstrong,"Lucia Armstrong is a 33-year-old male Software Developer who is inflexible, relaxed and energetic, and has interests of joining cultural clubs, baking and playing team sports.",0.1567066,male,33,Software Developer,inflexible;relaxed;energetic,joining cultural clubs;baking;playing team sports,other,high school,low
930,Aria Allen,"Aria Allen is a 44-year-old male Restaurant Manager who is unimaginative, unmotivated and insecure, and has interests of reading classic literature, attending spontaneous events and video games.",-0.0737539,male,44,Restaurant Manager,unimaginative;unmotivated;insecure,reading classic literature;attending spontaneous events;video games,asian,high school,middle
931,Lacey Gomez,"Lacey Gomez is a 48-year-old female Account Executive who is lively, composed and unreliable, and has interests of exploring new places, stargazing and visiting amusement parks.",-0.1284043,female,48,Account Executive,lively;composed;unreliable,exploring new places;stargazing;visiting amusement parks,white,postgraduate,middle
932,Aurora Cox,"Aurora Cox is a 78-year-old male Network Engineer who is energetic, prejudiced and empathetic, and has interests of hosting events, gardening heirloom plants and promoting positivity.",0.2027732,male,78,Network Engineer,energetic;prejudiced;empathetic,hosting events;gardening heirloom plants;promoting positivity,white,high school,high
933,Kyle Sullivan,"Kyle Sullivan is a 55-year-old female Logistics Coordinator who is level-headed, versatile and unmotivated, and has interests of baking, attending lectures and hanging out aimlessly.",0.0138744,female,55,Logistics Coordinator,level-headed;versatile;unmotivated,baking;attending lectures;hanging out aimlessly,black,postgraduate,low
934,Sienna Perkins,"Sienna Perkins is a 43-year-old female Cybersecurity Analyst who is organized, energetic and warm, and has interests of implementing systems, attending festivals and organizing events.",0.1094368,female,43,Cybersecurity Analyst,organized;energetic;warm,implementing systems;attending festivals;organizing events,asian,college,high
935,Caden Barnes,"Caden Barnes is a 52-year-old female Concierge who is relaxed, adventurous and uncooperative, and has interests of knitting, new cultures and exploring conspiracy theories.",0.0581752,female,52,Concierge,relaxed;adventurous;uncooperative,knitting;new cultures;exploring conspiracy theories,hispanic,college,low
936,Asher Simpson,"Asher Simpson is a 64-year-old female Travel Agent who is enthusiastic, empathetic and level-headed, and has interests of cooking, encouraging teamwork and watching movies.",0.1783932,female,64,Travel Agent,enthusiastic;empathetic;level-headed,cooking;encouraging teamwork;watching movies,hispanic,college,high
937,Isla Hoffman,"Isla Hoffman is a 62-year-old female Public Relations Specialist who is broad-minded, forgetful and composed, and has interests of writing, party games and painting.",0.1239581,female,62,Public Relations Specialist,broad-minded;forgetful;composed,writing;party games;painting,hispanic,postgraduate,low
938,Sarah Acosta,"Sarah Acosta is a 55-year-old female Logistics Coordinator who is selfish, apathetic and disciplined, and has interests of debating topics, gardening heirloom plants and budgeting.",0.0052634,female,55,Logistics Coordinator,selfish;apathetic;disciplined,debating topics;gardening heirloom plants;budgeting,asian,college,middle
939,Grant Rodriguez,"Grant Rodriguez is a 61-year-old male Marketing Specialist who is open-minded, unsympathetic and energetic, and has interests of exploring, competitive sports and partying.",-0.0827207,male,61,Marketing Specialist,open-minded;unsympathetic;energetic,exploring;competitive sports;partying,white,postgraduate,low
940,Mila Williams,"Mila Williams is a 26-year-old male Police Officer who is rigid, secure and distrustful, and has interests of crafting with natural materials, knitting and strategy games.",0.0145239,male,26,Police Officer,rigid;secure;distrustful,crafting with natural materials;knitting;strategy games,other,high school,low
941,Aurora Scott,"Aurora Scott is a 40-year-old female Police Officer who is confident, indifferent and hostile, and has interests of volunteering, casual games and reviewing products critically.",-0.0982908,female,40,Police Officer,confident;indifferent;hostile,volunteering;casual games;reviewing products critically,other,college,low
942,Liana Romero,"Liana Romero is a 23-year-old female Business Analyst who is reactive, selfish and apathetic, and has interests of abstract art, joining debate clubs and exploring genealogy.",0.2076071,female,23,Business Analyst,reactive;selfish;apathetic,abstract art;joining debate clubs;exploring genealogy,hispanic,college,middle
943,Soren Rose,"Soren Rose is a 53-year-old female Musician who is intolerant, open-minded and negligent, and has interests of debating topics, attending art galleries and impulse shopping.",0.0628417,female,53,Musician,intolerant;open-minded;negligent,debating topics;attending art galleries;impulse shopping,hispanic,postgraduate,middle
944,Marlowe Meyer,"Marlowe Meyer is a 43-year-old female Restaurant Manager who is disorganized, energetic and dogmatic, and has interests of hanging out aimlessly, hiking and gardening heirloom plants.",-0.4355474,female,43,Restaurant Manager,disorganized;energetic;dogmatic,hanging out aimlessly;hiking;gardening heirloom plants,hispanic,postgraduate,high
945,Clara O'Brien,"Clara O'Brien is a 19-year-old female Medical Researcher who is indifferent, enthusiastic and unconventional, and has interests of watching reality shows, partying and attending art galleries.",-0.2085005,female,19,Medical Researcher,indifferent;enthusiastic;unconventional,watching reality shows;partying;attending art galleries,other,postgraduate,low
946,Jesse Ford,"Jesse Ford is a 22-year-old male Student who is lazy, conventional and understanding, and has interests of DIY projects, traditions and teaching.",0.2946859,male,22,Student,lazy;conventional;understanding,DIY projects;traditions;teaching,hispanic,high school,high
947,Warren Chavez,"Warren Chavez is a 19-year-old female Artist who is compassionate, efficient and friendly, and has interests of building relationships, goal setting and attending festivals.",-0.6901722,female,19,Artist,compassionate;efficient;friendly,building relationships;goal setting;attending festivals,hispanic,college,middle
948,Quinn Rodriguez,"Quinn Rodriguez is a 36-year-old female Copywriter who is taciturn, stubborn and imaginative, and has interests of baking, creating satirical content and virtual reality.",0.3173894,female,36,Copywriter,taciturn;stubborn;imaginative,baking;creating satirical content;virtual reality,hispanic,high school,high
949,Christopher Harper,"Christopher Harper is a 34-year-old female Forensic Analyst who is level-headed, unsympathetic and efficient, and has interests of playing musical instruments, writing critiques and goal setting.",0.3660155,female,34,Forensic Analyst,level-headed;unsympathetic;efficient,playing musical instruments;writing critiques;goal setting,asian,high school,low
950,Amara Dunn,"Amara Dunn is a 31-year-old male Geologist who is conventional, assertive and organized, and has interests of visiting historical landmarks, socializing and budgeting.",0.435932,male,31,Geologist,conventional;assertive;organized,visiting historical landmarks;socializing;budgeting,black,high school,low
951,Zoe Swanson,"Zoe Swanson is a 39-year-old female Radiologic Technologist who is punctual, steady and innovative, and has interests of implementing systems, photography and new cultures.",0.3862859,female,39,Radiologic Technologist,punctual;steady;innovative,implementing systems;photography;new cultures,asian,high school,middle
952,Ophelia Dawson,"Ophelia Dawson is a 65-year-old female Physicist who is narrow-minded, forgetful and sociable, and has interests of joining cultural clubs, trying street food and socializing.",-0.4075718,female,65,Physicist,narrow-minded;forgetful;sociable,joining cultural clubs;trying street food;socializing,black,postgraduate,high
953,Zoe Anderson,"Zoe Anderson is a 44-year-old female Radiologic Technologist who is confident, steady and traditional, and has interests of volunteering, listening to music and reading biographies.",0.0189761,female,44,Radiologic Technologist,confident;steady;traditional,volunteering;listening to music;reading biographies,other,high school,middle
954,Alina Perry,"Alina Perry is a 38-year-old female Copywriter who is thorough, prejudiced and withdrawn, and has interests of maintaining cleanliness, reading biographies and knitting.",0.0366731,female,38,Copywriter,thorough;prejudiced;withdrawn,maintaining cleanliness;reading biographies;knitting,hispanic,college,high
955,Ava Miller,"Ava Miller is a 38-year-old female Filmmaker who is creative, empathetic and lazy, and has interests of diverse literature, mentoring and casual games.",-0.2393342,female,38,Filmmaker,creative;empathetic;lazy,diverse literature;mentoring;casual games,other,high school,high
956,Nia Phillips,"Nia Phillips is a 37-year-old male Rail Operator who is uncooperative, thorough and friendly, and has interests of strategy games, documenting progress and meeting new people.",0.0955787,male,37,Rail Operator,uncooperative;thorough;friendly,strategy games;documenting progress;meeting new people,black,high school,low
957,Stella Little,"Stella Little is a 55-year-old female Professor who is conventional, calm and unassertive, and has interests of reading biographies, swimming and walking alone.",0.6799123,female,55,Professor,conventional;calm;unassertive,reading biographies;swimming;walking alone,white,high school,middle
958,Quinn Graham,"Quinn Graham is a 41-year-old female Trade Show Manager who is versatile, indifferent and solitary, and has interests of attending workshops, casual games and practicing instruments.",0.3253801,female,41,Trade Show Manager,versatile;indifferent;solitary,attending workshops;casual games;practicing instruments,asian,high school,low
959,Quentin Garrett,"Quentin Garrett is a 29-year-old male Professor who is stubborn, unimaginative and solitary, and has interests of writing critiques, local history and meditating.",-0.2061165,male,29,Professor,stubborn;unimaginative;solitary,writing critiques;local history;meditating,hispanic,college,middle
960,Gemma Dunn,"Gemma Dunn is a 21-year-old female Account Executive who is adventurous, unreliable and sensitive, and has interests of new technology, impulse shopping and crafts.",0.3462402,female,21,Account Executive,adventurous;unreliable;sensitive,new technology;impulse shopping;crafts,hispanic,high school,low
961,Tilly Snyder,"Tilly Snyder is a 52-year-old female Sculptor who is adventurous, solitary and steady, and has interests of exploring, drawing and stargazing.",0.3938647,female,52,Sculptor,adventurous;solitary;steady,exploring;drawing;stargazing,black,high school,low
